Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C170632	C71620		Unit	DNA copies/ug		A unit of measurement equal to the number of deoxyribonucleic acid (DNA) copies per unit of mass equal to one microgram.	DNA Copies Per Microgram
C73710	C71620		Unit	DPM	Disintegrations per Minute	A unit of radioactive decay expressed in atoms of radioactive material that decay over a period of time equal to sixty seconds. (NCI)	Disintegration per Minute
C120846	C71620		Unit	dpm/0.5 mL	Disintegrations per Minute per 0.5 Milliliter	A unit of radioactive decay expressed in atoms of radioactive material that decay over a period of time equal to sixty seconds in a volume unit equal to a half milliliter.	Disintegrations per Minute per 0.5 Milliliter
C117968	C71620		Unit	dpm/100mg	Disintegrations per Minute per 100 milligrams; dpm/cg	A unit of radioactive decay expressed in atoms of radioactive material that decay over a period of time equal to sixty seconds in a mass unit equal to one hundred milligrams.	Disintegration per Minute per 100 milligrams
C117969	C71620		Unit	dpm/mg	Disintegrations per Minute per Milligram	A unit of radioactive decay expressed in atoms of radioactive material that decay over a period of time equal to sixty seconds in a mass unit equal to one milligram.	Disintegration per Minute per Milligram
C117970	C71620		Unit	dpm/mL	Disintegrations per Minute per Milliliter	A unit of radioactive decay expressed in atoms of radioactive material that decay over a period of time equal to sixty seconds in a volume unit equal to one milliliter.	Disintegration per Minute per Milliliter
C64564	C71620		Unit	dram	Dram	A unit of mass equal to 1/16 Avoirdupois ounce or 1/256 Avoirdupois pound. One dram equals approximately 1.7718451953125 grams.(NCI)	Dram Mass Unit
C161487	C71620		Unit	DRINK	Drink Dosing Unit	A dosing measurement based on the drink unit.	Drink Dosing Unit
C69441	C71620		Unit	DROP	Drip	A unit of measure of volume defined as the amount of liquid dispensed as one drop from a dropper dispenser. The volume of a drop depends on the physical properties of the liquid dispensed, the dispenser device, and the technique used to produce the drop. (NCI)	Drop
C48492	C71620		Unit	DRUM	Drum Dosing Unit	A dosing measurement based on the drum unit.(NCI)	Drum Dosing Unit
C70470	C71620		Unit	dyn	Dyne	A unit of force defined as the force that accelerates a mass of one gram at the rate of one centimeter per second squared. One dyne is equal to 1E-5 Newton and 2.248E-6 pounds of force. (NCI)	Dyne
C161491	C71620		Unit	ECL unit	Electrochemiluminescence Unit	A unit for measuring concentration or/and reactivity of a test substance as defined in the literature reference standard for the particular quantitative electrochemiluminescent method. (NCI)	Electrochemiluminescence Unit
C122205	C71620		Unit	EIA unit	EIA value; Enzyme Immunoassay Unit	A unit for measuring concentration or/and reactivity of a test substance (an antigen or antibody of interest) as defined in the literature reference standard for the particular quantitative enzyme immunoassay method.	Enzyme Immunoassay Unit
C70533	C71620		Unit	EID 50/dose	50 Percent Embryo Infective Dose per Dose	A potency unit for measuring infectious activity of a biologic product or an infectious agent preparation equal to the potency at which one dose of infectious material contains one 50 percent embryo infective dose.(NCI)	50 Percent Embryo Infective Dose per Dose
C120847	C71620		Unit	EID 50/mL	50 Percent Embryo Infective Dose per Milliliter	A potency unit equal to the potency at which one milliliter of preparation contains one 50 percent embryo infective dose.	50 Percent Embryo Infective Dose per Milliliter
C130046	C71620		Unit	Ejaculate U		A unit of volume equal to the amount of seminal fluid produced by a single ejaculation event.	Ejaculate Unit
C68875	C71620		Unit	ELISA unit	Enzyme-Linked Immunosorbent Assay Unit	A unit for measuring concentration or/and reactivity of a test substance (an antigen or antibody of interest) as defined in the literature reference standard for the particular quantitative enzyme-linked immunosorbent assay method. The enzyme-linked immunosorbent assay unit is used to express potency of immunologically active substances and products, e.g. vaccines.(NCI)	Enzyme-Linked Immunosorbent Assay Unit
C68876	C71620		Unit	ELISA unit/dose	Enzyme-Linked Immunosorbent Assay Unit per Dose	A unit for measuring potency of immunologically active substance in a product determined as reactivity in a quantitative immunoassay for particular antigen or antibody and expressed per quantity of preparation used as a single dose.(NCI)	Enzyme-Linked Immunosorbent Assay Unit per Dose
C68877	C71620		Unit	ELISA unit/mL	Enzyme-Linked Immunosorbent Assay Unit per Milliliter	A unit for measuring potency of immunologically active substance in a product determined as reactivity in a quantitative immunoassay for particular antigen or antibody and expressed per unit volume equal to one milliliter.(NCI)	Enzyme-Linked Immunosorbent Assay Unit per Milliliter
C64778	C71620		Unit	Enzyme U	Enzyme Unit	A unit of catalytic activity measurement defined as the quantity of a particular enzyme that catalyzes the transformation of one micromole of the substrate per minute under standard conditions for specified assay system.	Enzyme Unit
C154856	C71620		Unit	Enzyme U/g Hb	Enzyme Unit per Gram of Hemoglobin	A unit of concentration (biologic activity) equal to one enzyme unit of substance per gram of hemoglobin.	Enzyme Unit per Gram Hemoglobin
C147130	C71620		Unit	Enzyme U/L	Enzyme Unit/L	Unit of catalytic activity concentration defined as activity equal to one enzyme unit per one liter of system volume.	Enzyme Unit per Liter
C156467	C71620		Unit	Enzyme U/m2		A unit of concentration (catalytic activity) equal to one enzyme unit of substance per one square meter of surface area.	Enzyme Unit per Meter Squared
C176384	C71620		Unit	EP U	European Pharmacopoeia Unit	An arbitrary unit established by the European Pharmacopoeia.	European Pharmacopoeia Unit
C67273	C71620		Unit	eq	Equivalent Weight	A unit of relative amount of a substance that combines with or displaces 8.0 grams of oxygen or 1.008 gram of hydrogen. The unit is usually expressed in grams and is equal to the amount of substance that gains or loses one mole of electrons in a redox reaction, or to the amount of substances that releases or accepts one mole of hydrogen ions in a neutralization reaction; or to the amount of electrolyte that carries one mole of positive or negative charge. This is a large unit and measurements are more often done in its derivatives, e.g. in milliequivalents.(NCI)	Equivalent Weight
C96599	C71620		Unit	EU	Ehrlich Units; EU/dL	A unit of measure equal to one milligram of urobilinogen per deciliter.	Ehrlich Unit
C150901	C71620		Unit	EVENTS		A unit of measurement for the number of specified occurrences.	Event Unit
C44277	C71620		Unit	F	Degree Fahrenheit	The Fahrenheit temperature scale is named after the German physicist Gabriel Fahrenheit (1686-1736), who proposed it in 1724. In this scale, the freezing point of water is 32 degrees Fahrenheit and the boiling point is 212 degrees, placing the boiling and melting points of water 180 degrees apart. In this scale a degree Fahrenheit is 5/9ths of a Kelvin (or of a degree Celsius), and minus 40 degrees Fahrenheit is equal to minus 40 degrees Celsius. (NCI)	Degree Fahrenheit
C42552	C71620		Unit	Farad	Farad	A unit of capacitance equal to the capacitance of a capacitor having an equal and opposite charge of one coulomb on each plate and a potential difference of one volt between the plates.(NCI)	Farad
C96649	C71620		Unit	FEU	Fibrinogen Equivalent Units	A unit of measure for the concentration of fibrin degradation products in a sample, calculated based upon the mass of fibrinogen contained within that sample.	Fibrinogen Equivalent Unit
C75303	C71620		Unit	FFU	Focus-forming Units	A unit of measurement of the number of visible clusters of transformed or infected cells.	Focus Forming Unit
C64552	C71620		Unit	fg	Femtogram	A unit of mass equal to one quadrillionth of a gram (1E-15 gram). (NCI)	Femtogram
C71321	C71620		Unit	FINGERTIP UNIT	Fingertip Dosing Unit	An arbitrary dosing unit used predominantly for semisolid topical formulations such as cream, ointment, paste, etc. One fingertip unit is the amount of a product that is squeezed out from a standard tube with 5-millimeter diameter nozzle along an adult's fingertip. A fingertip length is defined from the tip of the index finger to the first finger crease. A fingertip dosing unit varies with age and size of the body. The average fingertip unit is equal to approximately 0.5 gram for an adult male and 0.4 gram for an adult female.(NCI)	Fingertip Dosing Unit
C163045	C71620		Unit	FIU	Fluorescence Intensity Unit; MFI	A unit of measure for the fluorescence intensity when the mathematic calculation is unspecified or unknown.	Fluorescence Intensity Unit
C64780	C71620		Unit	fL	Cubic Micrometer; Cubic Micron; Femtoliter; um3	The unit of volume equal 1E-15 liter.	Femtoliter
C68854	C71620		Unit	fmol	Femtomole	A unit of amount of substance equal to one quadrillionth of a mole (1E-15 mole). (NCI)	Femtomole
C73711	C71620		Unit	fmol/g	Femtomole per Gram	A molality unit that describes the amount of substance, expressed in femtomole(s) per gram. (NCI)	Femtomole per Gram
C68887	C71620		Unit	fmol/L	Femtomole per Liter	A unit of concentration (molarity unit) equal to one quadrillionth of a mole (1E-15 mole) of solute in one liter of solution. (NCI)	Femtomole per Liter
C122206	C71620		Unit	fmol/L/sec	Femtomoles per Liter per Second	A concentration unit equal to one femtomole of solute in one liter of solution per unit of time equal to one second. (NCI)	Femtomole per Liter per Second
C48577	C71620		Unit	foz_br	Fluid Ounce Imperial	A traditional unit of liquid volume equal in the British Imperial system to 1/20 pint, or 1.733871 cubic inches or 28.413063 milliliters.	Fluid Ounce British
C48494	C71620		Unit	foz_us	Fluid Ounce US	A traditional unit of liquid volume equal in the US customary system to 1/16 pint, or 1.804687 cubic inches or 29.573531 milliliters.	Fluid Ounce US
C105484	C71620		Unit	fraction of 1	Proportion of 1	A unit for expressing a percentage as a decimal whereby the total value is measured as a fraction of the numeric 1.	Fraction of 1
C106524	C71620		Unit	Frames/s	F/s; FPS; Frames per Second; Frames/sec	A unit of measure equal to the number of visual frames per unit of time equal to one second. (NCI)	Frames Per Second
C71253	C71620		Unit	ft	Foot	A unit of length defined by the U.S. National Bureau of Standards as 30.48 centimeters. It is equal to 0.3048 meter, 12 inches, or to approximately 0.999998 survey foot.(NCI)	International Foot
C48461	C71620		Unit	ft2	Square Foot	A unit of area equal to 144 square inches, 929.0304 square centimeters, or 9.290304E-2 square meters.(NCI)	Square Foot
C68859	C71620		Unit	ft3	Standard Cubic Foot	A unit used in physical chemistry to express the amount of substance of an ideal gas in one cubic foot at 60 degrees Fahrenheit and pressure of one atmosphere.(NCI)	Standard Cubic Foot
C48155	C71620		Unit	g	Gram	A unit of mass equal to one thousandth (1E-3) of a kilogram, the kilogram being the base unit of mass in the International System of Units (SI).	Gram
C73713	C71620		Unit	g/animal	Gram per Animal	A unit of measure expressed in gram(s) per animal.	Gram per Animal
C73714	C71620		Unit	g/animal/day	Gram per Animal per Day	A unit of measure expressed in gram(s) per animal per period of time equal to twenty-four hours.	Gram per Animal per Day
C73715	C71620		Unit	g/animal/wk	Gram per Animal per Week	A unit of measure expressed in gram(s) per animal per period of time equal to seven days.	Gram per Animal per Week
C73716	C71620		Unit	g/cage	Gram per Cage	A unit of measure expressed in gram(s) per cage.	Gram per Cage
C73717	C71620		Unit	g/cage/day	Gram per Cage per Day	A unit of measure expressed in gram(s) per cage per period of time equal to twenty-four hours.	Gram per Cage per Day
C73718	C71620		Unit	g/cage/wk	Gram per Cage per Week	A unit of measure expressed in gram(s) per cage per period of time equal to seven days.	Gram per Cage per Week
C71201	C71620		Unit	g/cm2	Gram per Square Centimeter	A unit of area density defined as a spread rate at which one gram of a substance is spread over the area of one square centimeter. The unit is also used as a dose calculation unit.(NCI)	Gram per Square Centimeter
